player_id,surname,forename,player_name,player_dob,comp_rec_pos
MartindaleDave19640409,Martindale,Dave,Dave Martindale,1964-04-09,Midfielder
MathiasRay19461213,Mathias,Ray,Ray Mathias,1946-12-13,Fullback
MatthewsVince18960115,Matthews,Vince,Vince Matthews,1896-01-15,Center Half
MaysonJohn19081024,Mayson,John,John Mayson,1908-10-24,Outside Left
MeacockBob19100726,Meacock,Bob,Bob Meacock,1910-07-26,Right Half
MercerJoe18900721,Mercer,Joe,Joe Mercer,1890-07-21,Center Half
MestonSammy19020530,Meston,Sammy,Sammy Meston,1902-05-30,Outside Right
MillerAlforth19140927,Miller,Alforth,Alforth Miller,1914-09-27,Inside Right
MillerDave19640108,Miller,Dave,Dave Miller,1964-01-08,Midfielder
MillerWilliam19100719,Miller,William,William Miller,1910-07-19,Inside Right
MillingtonRalph19300618,Millington,Ralph,Ralph Millington,1930-06-18,Center Half
MilnerJimmy19330203,Milner,Jimmy,Jimmy Milner,1933-02-03,Forward
MilnesCharles21885,Milnes,Charles,Charles Milnes,,Center Half
MitchellBarrie19470315,Mitchell,Barrie,Barrie Mitchell,1947-03-15,Forward
MitchellFrank18900525,Mitchell,Frank,Frank Mitchell,1890-05-25,Goalkeeper
MolyneuxBernard19330917,Molyneux,Bernard,Bernard Molyneux,1933-09-17,Fullback
MolyneuxFred19440725,Molyneux,Fred,Fred Molyneux,1944-07-25,Center Half
MooneyKevin19590823,Mooney,Kevin,Kevin Mooney,1959-08-23,Defender
MoorcroftDave19470316,Moorcroft,Dave,Dave Moorcroft,1947-03-16,Wing Half
MooreEric19260716,Moore,Eric,Eric Moore,1926-07-16,Left Back
ThomasMooreIan19760826,Thomas-Moore,Ian,Ian Thomas-Moore,1976-08-26,Striker
MooreMalcolm19481218,Moore,Malcolm,Malcolm Moore,1948-12-18,Center Forward
MoorePatrick1909,Moore,Patrick,Patrick Moore,,Center Half
MooreRonnie19530129,Moore,Ronnie,Ronnie Moore,1953-01-29,Center Forward
MoorhouseGeorge19010404,Moorhouse,George,George Moorhouse,1901-04-04,Outside Left
MoretonJimmy18910922,Moreton,Jimmy,Jimmy Moreton,1891-09-22,Outside Right
MorganAlan19731102,Morgan,Alan,Alan Morgan,1973-11-02,Midfielder
MorleyBrian19601004,Morley,Brian,Brian Morley,1960-10-04,Defender
MorrisseyJohnny19650308,Morrissey,Johnny,Johnny Morrissey,1965-03-08,Outside Right
MountfieldDerek19621102,Mountfield,Derek,Derek Mountfield,1962-11-02,Center Half
MuirIan19630505,Muir,Ian,Ian Muir,1963-05-05,Striker
MulkerrinJimmy19311225,Mulkerrin,Jimmy,Jimmy Mulkerrin,1931-12-25,Inside Forward
MungallSteve19580522,Mungall,Steve,Steve Mungall,1958-05-22,Fullback
MurphyBill18950323,Murphy,Bill,Bill Murphy,1895-03-23,Outside Left
MurrayEddie19620710,Murray,Eddie,Eddie Murray,1962-07-10,Outside Right
MurrayTommy19330114,Murray,Tommy,Tommy Murray,1933-01-14,Outside Right
MycockTom19230822,Mycock,Tom,Tom Mycock,1923-08-22,Inside Forward
MacDonaldJohn19210901,MacDonald,John,John MacDonald,1921-09-01,Fullback
MacDonaldWillie,MacDonald,Willie,Willie MacDonald,,Inside Right
MacNameeJohn19420731,MacNamee,John,John MacNamee,1942-07-31,Winger
McAuleyHughie19530108,McAuley,Hughie,Hughie McAuley,1953-01-08,Outside Left
McBennettSeamus19251116,McBennett,Seamus,Seamus McBennett,1925-11-16,Outside Right
McBurneyMike19530912,McBurney,Mike,Mike McBurney,1953-09-12,Forward
McCarrickMark19620204,McCarrick,Mark,Mark McCarrick,1962-02-04,Left Back
McDevittKenny19290304,McDevitt,Kenny,Kenny McDevitt,1929-03-04,Outside Right
McDonnellCharlie19360715,McDonnell,Charlie,Charlie McDonnell,1936-07-15,Inside Forward
McFarlandRoy19480405,McFarland,Roy,Roy McFarland,1948-04-05,Center Half
McGraeJoe19031024,McGrae,Joe,Joe McGrae,1903-10-24,Left Half
McGrealJohn19720602,McGreal,John,John McGreal,1972-06-02,Central Defender
McGuganJackie19390612,McGugan,Jackie,Jackie McGugan,1939-06-12,Center Half
McGuireReg19590824,McGuire,Reg,Reg McGuire,1959-08-24,Defender
McKayJames19180611,McKay,James,James McKay,1918-06-11,Center Forward
McKennaKenny19600702,McKenna,Kenny,Kenny McKenna,1960-07-02,Center Forward
McLarenHugh19010113,McLaren,Hugh,Hugh McLaren,1901-01-13,Right Half
McLellanAlistair19220416,McLellan,Alistair,Alistair McLellan,1922-04-16,Inside Forward
McMahonJohn19491207,McMahon,John,John McMahon,1949-12-07,Fullback
McManusEric19501114,McManus,Eric,Eric McManus,1950-11-14,Goalkeeper
McMullenIan19651117,McMullen,Ian,Ian McMullen,1965-11-17,Forward
McMurrayTom19110724,McMurray,Tom,Tom McMurray,1911-07-24,Outside Right
McNabNeil19570604,McNab,Neil,Neil McNab,1957-06-04,Midfielder
McNamaraDennis19350308,McNamara,Dennis,Dennis McNamara,1935-03-08,Outside Right
McVicarDon19621106,McVicar,Don,Don McVicar,1962-11-06,Defender
NaylorTommy,Naylor,Tommy,Tommy Naylor,,Fullback
NeillTommy19301003,Neill,Tommy,Tommy Neill,1930-10-03,Wing Half
NevinPat19630906,Nevin,Pat,Pat Nevin,1963-09-06,Winger
NewtonPercy,Newton,Percy,Percy Newton,,Center Half
NightingaleDavid19270815,Nightingale,David,David Nightingale,1927-08-15,Right Back
NivenJames18970908,Niven,James,James Niven,1897-09-08,Left Back
NixonEric19621004,Nixon,Eric,Eric Nixon,1962-10-04,Goalkeeper
NolanIan19700709,Nolan,Ian,Ian Nolan,1970-07-09,Fullback
OBrienLiam19640905,O'Brien,Liam,Liam O'Brien,1964-09-05,Midfielder
OConnorJohn1903,O'Connor,John,John O'Connor,,Outside Right
ONeilTommy19521025,O'Neil,Tommy,Tommy O'Neil,1952-10-25,Midfielder
ORourkeBilly19600402,O'Rourke,Billy,Billy O'Rourke,1960-04-02,Goalkeeper
ObreyAlf19120603,Obrey,Alf,Alf Obrey,1912-06-03,Center Half
OliverGavin19620906,Oliver,Gavin,Gavin Oliver,1962-09-06,Defender
OnyealiElkanah19390607,Onyeali,Elkanah,Elkanah Onyeali,1939-06-07,Forward
OwenArthur1911,Owen,Arthur,Arthur Owen,,Left Back
OwenBilly19140630,Owen,Billy,Billy Owen,1914-06-30,Center Forward
OxtobyDick19390905,Oxtoby,Dick,Dick Oxtoby,1939-09-05,Half Back
PaliosMark19521109,Palios,Mark,Mark Palios,1952-11-09,Midfielder
ParnellFrank19351104,Parnell,Frank,Frank Parnell,1935-11-04,Center Forward
ParnellRoy19431008,Parnell,Roy,Roy Parnell,1943-10-08,Right Back
ParryDave19480211,Parry,Dave,Dave Parry,1948-02-11,Outside Left
ParryLes19531113,Parry,Les,Les Parry,1953-11-13,Central Defender
PayneAlbert19231111,Payne,Albert,Albert Payne,1923-11-11,Wing Half
PayneGeorge19210822,Payne,George,George Payne,1921-08-22,Goalkeeper
PearsonTich41910,Pearson,Tich,Tich Pearson,,Outside Right
PenningtonJames21915,Pennington,James,James Pennington,,Inside Left
PeplowSteve19490108,Peplow,Steve,Steve Peplow,1949-01-08,Outside Right
PerfectFrank19150309,Perfect,Frank,Frank Perfect,1915-03-09,Right Back
PhillipsErnest1897,Phillips,Ernest,Ernest Phillips,,Left Half
PhilpottsDave19540331,Philpotts,Dave,Dave Philpotts,1954-03-31,Center Half
PhilpottsJohn,Philpotts,John,John Philpotts,,Outside Right
PikeMartin19641021,Pike,Martin,Martin Pike,1964-10-21,Left Back
PlattDick,Platt,Dick,Dick Platt,,Right Back
PlattJohn19540822,Platt,John,John Platt,1954-08-22,Goalkeeper
PointonRay19471106,Pointon,Ray,Ray Pointon,1947-11-06,Fullback
PollardJames19200604,Pollard,James,James Pollard,1920-06-04,Outside Left
PoskettThomas19091226,Poskett,Thomas,Thomas Poskett,1909-12-26,Goalkeeper
PostlewhiteDennis19571013,Postlewhite,Dennis,Dennis Postlewhite,1957-10-13,Defender
PowellNeville19630902,Powell,Neville,Neville Powell,1963-09-02,Midfielder
PrenticeJohn18981019,Prentice,John,John Prentice,1898-10-19,Outside Left
PrescottFrank19220812,Prescott,Frank,Frank Prescott,1922-08-12,Center Forward
PriceKen19390325,Price,Ken,Ken Price,1939-03-25,Center Forward
PriceWalter19210214,Price,Walter,Walter Price,1921-02-14,Center Half
PritchardJoe19430904,Pritchard,Joe,Joe Pritchard,1943-09-04,Midfielder
PritchardRay19540623,Pritchard,Ray,Ray Pritchard,1954-06-23,Fullback
ProctorMark19610130,Proctor,Mark,Mark Proctor,1961-01-30,Midfielder
ProctorNorman18960511,Proctor,Norman,Norman Proctor,1896-05-11,Inside Left
ProsserNeil19570308,Prosser,Neil,Neil Prosser,1957-03-08,Forward
RainfordBilly18920226,Rainford,Billy,Billy Rainford,1892-02-26,Inside Left
RatcliffeArchie18930130,Ratcliffe,Archie,Archie Ratcliffe,1893-01-30,Center Forward
ReesPeter19320505,Rees,Peter,Peter Rees,1932-05-05,Outside Left
RiceRon19230413,Rice,Ron,Ron Rice,1923-04-13,Inside Left
RichardsErnest,Richards,Ernest,Ernest Richards,,Center Half
RichardsPercy1907,Richards,Percy,Percy Richards,,Outside Left
RiddingBill19110404,Ridding,Bill,Bill Ridding,1911-04-04,Center Forward
RidgwayJohn,Ridgway,John,John Ridgway,,Left Back
RileyAlan,Riley,Alan,Alan Riley,,Goalkeeper
RimmerEllis19070102,Rimmer,Ellis,Ellis Rimmer,1907-01-02,Outside Left
RobertsBilly19040109,Roberts,Billy,Billy Roberts,1904-01-09,Inside Right
RobertsEddie19471116,Roberts,Eddie,Eddie Roberts,1947-11-16,Goalkeeper
RobertsGerald21908,Roberts,Gerald,Gerald Roberts,,Left Back
RobertsJames18910107,Roberts,James,James Roberts,1891-01-07,Outside Left
RobertsRonnie19420914,Roberts,Ronnie,Ronnie Roberts,1942-09-14,Outside Left
RobertsonTeddie19351219,Robertson,Teddie,Teddie Robertson,1935-12-19,Fullback
RobertsonWilliam,Robertson,William,William Robertson,,Center Forward
RobinsonAlfred18980130,Robinson,Alfred,Alfred Robinson,1898-01-30,Inside Right
RobinsonJames18980108,Robinson,James,James Robinson,1898-01-08,Outside Left
RobinsonLiam19651229,Robinson,Liam,Liam Robinson,1965-12-29,Striker
RodawayBilly19540926,Rodaway,Billy,Billy Rodaway,1954-09-26,Midfielder
RogersAlan19770103,Rogers,Alan,Alan Rogers,1977-01-03,Left Back
RoperWilliam21914,Roper,William,William Roper,,Goalkeeper
RosenthalAbe19211012,Rosenthal,Abe,Abe Rosenthal,1921-10-12,Inside Forward
RothwellPeter21898,Rothwell,Peter,Peter Rothwell,,Inside Forward
RoweGraham19450828,Rowe,Graham,Graham Rowe,1945-08-28,Wing Half
RowlandJohn19410407,Rowland,John,John Rowland,1941-04-07,Winger
RowlesReginald,Rowles,Reginald,Reginald Rowles,,Right Back
RowleyTony19290919,Rowley,Tony,Tony Rowley,1929-09-19,Center Forward
RoyJack19140323,Roy,Jack,Jack Roy,1914-03-23,Outside Left
RussellAlex19440221,Russell,Alex,Alex Russell,1944-02-21,Midfielder
RutterEdward18980702,Rutter,Edward,Edward Rutter,1898-07-02,Left Half
SalmonLen19120624,Salmon,Len,Len Salmon,1912-06-24,Wing Half
SayerStan18950202,Sayer,Stan,Stan Sayer,1895-02-02,Center Forward
ScottGeorge19441025,Scott,George,George Scott,1944-10-25,Inside Forward
SeasmanJohn19550221,Seasman,John,John Seasman,1955-02-21,Midfielder
SeddonBen19520205,Seddon,Ben,Ben Seddon,1952-02-05,Center Half
SewellGeorge18980603,Sewell,George,George Sewell,1898-06-03,Center Half
SharkeyBernard18940325,Sharkey,Bernard,Bernard Sharkey,1894-03-25,Inside Right
SharpAlex19101112,Sharp,Alex,Alex Sharp,1910-11-12,Center Half
ShawHugh19290429,Shaw,Hugh,Hugh Shaw,1929-04-29,Wing Half
ShearsBert19000512,Shears,Bert,Bert Shears,1900-05-12,Right Half
SherlockHarold19090202,Sherlock,Harold,Harold Sherlock,1909-02-02,Goalkeeper
ShoneGeorge19220215,Shone,George,George Shone,1922-02-15,Center Forward
SiddallBarry19540912,Siddall,Barry,Barry Siddall,1954-09-12,Goalkeeper
SilleLes19280412,Sille,Les,Les Sille,1928-04-12,Outside Left
SinclairNick19600103,Sinclair,Nick,Nick Sinclair,1960-01-03,Fullback
SinclairRoy19441210,Sinclair,Roy,Roy Sinclair,1944-12-10,Inside Forward
SinclairWillie19341014,Sinclair,Willie,Willie Sinclair,1934-10-14,Inside Forward
SmithDerek19460705,Smith,Derek,Derek Smith,1946-07-05,Center Half
SmithGeorge,Smith,George,George Smith,,Inside Forward
SmithJohn19700723,Smith,John,John Smith,1970-07-23,Left Back
SmithReg11916,Smith,Reg,Reg Smith,,Inside Left
SmithWilliam1915,Smith,William,William Smith,,Inside Right
SpeakmanSammy19340127,Speakman,Sammy,Sammy Speakman,1934-01-27,Outside Left
SpenceJames,Spence,James,James Spence,,Left Back
SpencerReg19081201,Spencer,Reg,Reg Spencer,1908-12-01,Left Half
SpencerTeddy,Spencer,Teddy,Teddy Spencer,,Inside Left
SpinkTony19291116,Spink,Tony,Tony Spink,1929-11-16,Center Forward
StJohnIan19380607,St John,Ian,Ian St John,1938-06-07,Center Forward
StanleyGraham19380127,Stanley,Graham,Graham Stanley,1938-01-27,Wing Half
SteelJim19591204,Steel,Jim,Jim Steel,1959-12-04,Center Forward
SteelePercy19231226,Steele,Percy,Percy Steele,1923-12-26,Fullback
StephensTerry19351105,Stephens,Terry,Terry Stephens,1935-11-05,Inside Forward
StevensDennis19331130,Stevens,Dennis,Dennis Stevens,1933-11-30,Inside Forward
StevensGary19630327,Stevens,Gary,Gary Stevens,1963-03-27,Fullback
StevensonWillie19391026,Stevenson,Willie,Willie Stevenson,1939-10-26,Left Half
StortonStan19390105,Storton,Stan,Stan Storton,1939-01-05,Right Back
StortonTrevor19491126,Storton,Trevor,Trevor Storton,1949-11-26,Center Half
StottTom,Stott,Tom,Tom Stott,,Center Forward
StuartEddie19310512,Stuart,Eddie,Eddie Stuart,1931-05-12,Center Half
StuartTom18931025,Stuart,Tom,Tom Stuart,1893-10-25,Left Back
SugdenArthur1894,Sugden,Arthur,Arthur Sugden,,Right Back
TanseyGerard19331015,Tansey,Gerard,Gerard Tansey,1933-10-15,Fullback
TealeShaun19640310,Teale,Shaun,Shaun Teale,1964-03-10,Central Defender
TempleErnest21910,Temple,Ernest,Ernest Temple,,Goalkeeper
ThirkellPercy19000213,Thirkell,Percy,Percy Thirkell,1900-02-13,Left Back
ThomasJohn19580805,Thomas,John,John Thomas,1958-08-05,Center Forward
ThomasKevin19450813,Thomas,Kevin,Kevin Thomas,1945-08-13,Goalkeeper
ThomasRobert41911,Thomas,Robert,Robert Thomas,,Outside Right
ThomasStanley19190905,Thomas,Stanley,Stanley Thomas,1919-09-05,Inside Left
ThomasTony19710712,Thomas,Tony,Tony Thomas,1971-07-12,Defender
ThomasWilliam19060316,Thomas,William,William Thomas,1906-03-16,Center Half
ThompsonAlex19171208,Thompson,Alex,Alex Thompson,1917-12-08,Right Back
ThompsonBob18900227,Thompson,Bob,Bob Thompson,1890-02-27,Right Back
ThompsonRobert,Thompson,Robert,Robert Thompson,,Center Forward
ThornAndy19661112,Thorn,Andy,Andy Thorn,1966-11-12,Central Defender
ThorpeAdrian19631125,Thorpe,Adrian,Adrian Thorpe,1963-11-25,Outside Left
ThorpeAndy19600915,Thorpe,Andy,Andy Thorpe,1960-09-15,Defender
TilstonTommy19260219,Tilston,Tommy,Tommy Tilston,1926-02-19,Inside Forward
TongRobert21911,Tong,Robert,Robert Tong,,Center Forward
TrainRay19510210,Train,Ray,Ray Train,1951-02-10,Midfielder
TravisHarry19111226,Travis,Harry,Harry Travis,1911-12-26,Center Forward
TuckerCharles1917,Tucker,Charles,Charles Tucker,,Goalkeeper
TwistFrank19401102,Twist,Frank,Frank Twist,1940-11-02,Outside Right
TynanBobby19551207,Tynan,Bobby,Bobby Tynan,1955-12-07,Midfielder
UrmsonFred19071126,Urmson,Fred,Fred Urmson,1907-11-26,Outside Left
VeitchTommy19491016,Veitch,Tommy,Tommy Veitch,1949-10-16,Midfielder
VickersSteve19671013,Vickers,Steve,Steve Vickers,1967-10-13,Central Defender
WalkdenEdgar,Walkden,Edgar,Edgar Walkden,,Center Half
WallsArthur19310115,Walls,Arthur,Arthur Walls,1931-01-15,Forward
WaringPongo19061012,Waring,Pongo,Pongo Waring,1906-10-12,Center Forward
WarrenEmrys,Warren,Emrys,Emrys Warren,,Left Back
WarrinerSteve19581218,Warriner,Steve,Steve Warriner,1958-12-18,Defender
WassellGilbert19100409,Wassell,Gilbert,Gilbert Wassell,1910-04-09,Left Back
WaterstonArchie19021013,Waterston,Archie,Archie Waterston,1902-10-13,Center Forward
WatsonJack1912,Watson,Jack,Jack Watson,,Center Half
WattsFarewell19040310,Watts,Farewell,Farewell Watts,1904-03-10,Inside Right
WebbJohn19520210,Webb,John,John Webb,1952-02-10,Right Back
WeirJimmy19390412,Weir,Jimmy,Jimmy Weir,1939-04-12,Outside Left
WellingsBarry19580610,Wellings,Barry,Barry Wellings,1958-06-10,Forward
WestGordon19430424,West,Gordon,Gordon West,1943-04-24,Goalkeeper
WestlakeBrian19430919,Westlake,Brian,Brian Westlake,1943-09-19,Center Forward
WheelerJohnny19280726,Wheeler,Johnny,Johnny Wheeler,1928-07-26,Right Half
WhiteBob19011205,White,Bob,Bob White,1901-12-05,Outside Right
WhitehurstBert18980622,Whitehurst,Bert,Bert Whitehurst,1898-06-22,Center Forward
WhittinghamSteve19620204,Whittingham,Steve,Steve Whittingham,1962-02-04,Forward
WhyteCrawford19071204,Whyte,Crawford,Crawford Whyte,1907-12-04,Left Back
WildeLeslie,Wilde,Leslie,Leslie Wilde,,Goalkeeper
WilkinsonBarry19350616,Wilkinson,Barry,Barry Wilkinson,1935-06-16,Half Back
WilliamsGary19590514,Williams,Gary,Gary Williams,1959-05-14,Defender
WilliamsGraham19361231,Williams,Graham,Graham Williams,1936-12-31,Outside Left
WilliamsJackie19290801,Williams,Jackie,Jackie Williams,1929-08-01,Outside Left
WilliamsJohn19601003,Williams,John,John Williams,1960-10-03,Center Half
WilliamsKeith19370114,Williams,Keith,Keith Williams,1937-01-14,Inside Forward
WilliamsRay19301230,Williams,Ray,Ray Williams,1930-12-30,Wing Half
WilliamsTommy19290801,Williams,Tommy,Tommy Williams,1929-08-01,Wing Half
WilliamsonJames19260616,Williamson,James,James Williamson,1926-06-16,Inside Forward
WilliamsonStewie19260407,Williamson,Stewie,Stewie Williamson,1926-04-07,Outside Left
WilsonBob19280908,Wilson,Bob,Bob Wilson,1928-09-08,Right Back
WinnEdward,Winn,Edward,Edward Winn,,Center Half
WoanDon19271107,Woan,Don,Don Woan,1927-11-07,Forward
WoodAlbert19030425,Wood,Albert,Albert Wood,1903-04-25,Inside Left
WoodArchie19260318,Wood,Archie,Archie Wood,1926-03-18,Outside Left
WoodinSteve19550106,Woodin,Steve,Steve Woodin,1955-01-06,Winger
WoodsBilly19731024,Woods,Billy,Billy Woods,1973-10-24,Winger
WoodsRay19650607,Woods,Ray,Ray Woods,1965-06-07,Midfielder
WoodwardBilly,Woodward,Billy,Billy Woodward,,Inside Left
WorthingtonFrank19481123,Worthington,Frank,Frank Worthington,1948-11-23,Center Forward
YardleyGeorge19421008,Yardley,George,George Yardley,1942-10-08,Center Forward
YatesWilf1898,Yates,Wilf,Wilf Yates,,Right Back
YeatsRon19371115,Yeats,Ron,Ron Yeats,1937-11-15,Center Half
YoungTommy19471224,Young,Tommy,Tommy Young,1947-12-24,Forward
